url,Name of building,Architect,Structural engineer,Structural system,Primary use,Construction year,Country,Address,Admission,Note,image_url
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Gasolinera%20PEMEX-2.htm,Gasolinera PEMEX,,Felix Candela,"Shell, RC",Gas Station,1965,MEXICO,"Av. Yucatan/San Luis Potosi, Col. Roma Norte, Mexico,D.F.",Outside : Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Gasolinera%20PEMEX-3.htm,Gasolinera PEMEX,,Felix Candela,"Shell, RC",Gas Station,1965,MEXICO,"Av. Yucatan/Coahuila, Col. Roma Norte, Mexico,D.F.",Outside : Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Gasolinera%20PEMEX.htm,Gasolinera PEMEX,,Felix Candela,"Shell,RC",Gas station,1957,MEXICO,"Av. Ceylan, Col. Industrial Vallejo,Mexico,D.F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Gymnasium_%20I_%20T_%20E_%20S_%20M.htm,Gymnasium. I. T. E. S. M.,Guillermo Rosell/M. Larrosa,Felix Candela,"Shell,RC",Gymnasium,1958,MEXICO,"Av.Paseo de la Reforma / Mimosas,Lomas de Cuernavaca, Cuernavaca, Morelos.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Iglesia%20San%20Antonio%20de%20las%20Huertas.htm,Iglesia San Antonio de las Huertas.,Enrique de la Mora/F.L.Carmona,Felix Candela,"Shell,RC",Church,1956,MEXICO,"Calz. Mexico-Tacuba 70 /Tonantzin, Tlaxpana, Mexico, D.F.",Outside : OK Inside : OK,TEL:566-0851,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Iglesia%20Santa%20Teresia%20del%20nino%20Jesus.htm,Iglesia Santa Teresia del Nino Jesus.,Domingo Viesca,Felix Candela,"Shell,RC",Church,1958,MEXICO,"CaIIe Tacubaya / Calle San Angel, Colonia Churubusco,Monterry, Nuevo Leon.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Iglesia%20de%20San%20Jose%20Obrero.htm,Iglesia de San Jose Obrero,Enrique de la Mora/F.L.Cameron,Felix Candela,"Shell,RC",Church,1959,MEXICO,"Av. Titan / Av. Famosa, Col. Cuauhtemoc,San Nicolas de los Garza. Nuevo Leon.",Outside : OK Inside : OK,TEL:352-1150 (outer noutheast of Monterrey),
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Iglesia%20de%20San%20Pedro%20Martir.htm,Iglesia de San Pedro Martir,Gustavo and Hugo Esucudero,Felix Candela / Juan Antonio Tonda,"Shell, RC",Church,1965,MEXICO,"Laurel / Ninos Heroses. San Pedro Martir, Tlalpan, Mexico, D.F.",Outside : Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Iglesia%20de%20la%20Virgen%20Milagrosa.htm,Iglesia de la Virgen Milagrosa,Felix Candela,Felix Candela,"Shell, RC",Church,1955,MEXICO,"Matias Romero / Ixcateopan, Naverte, Mexico, D. F.",Outside : OK Inside : OK,TEL 523-1846.,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Igresia%20de%20la%20Divina%20Providencia.htm,Igresia de la Divina Providencia,Enrique de la Mora,Felix Candela,"Shell,RC",Church,1967,MEXICO,"Calz.Ticoman / Cienfuegos, Residencial Zacatenco,Col. Lindavista, Mexico, D.F.",Outside : OK Inside : OK,Tel：586-1412,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Insignia,%20Plaza%20de%20los%20Abanicos.htm","Insignia, Plaza de los Abanicos",Guillermo Rosell/M. Larrosa,Felix Candela,"Shell,RC",Monument,1958,MEXICO,"Av.Paseo de la Reforma / Mimosas, Lomas de Cuernavaca, Morelos.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Instituto%20Anglo%20Mexicano%20de%20Cultura.htm,,,,,,,： MEXICO Construction year ： 1961 No. ：52MX85 [3-93],"： Maesto Autonio Caso / Ignacio Altamirano, San Rafael, Mexico, D. F. Architect ： Enrique de la Mora Structural Engineer ： Felix Candela Use ： school lecture hall / auditrium Still Build or not ： Yes","： out side : OK in side : ? Requirement for Admission ： 09:00 - 19:00 Monday - Friday, ask at the reception. Traffic Access ： walking 1 km south from Estacion de Metro San Cosme(Linea-2). Reference ： 2 Ubicacion de las Obras de Cubietas Ala S. A. en la Ciudad Mexico Page of Proc. of ""Tsuboi Memorial Anual Seminar"" ： Space Stracture vol.3 p.93",s ： MOPIMA-120p.,http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Photo/Instituto Anglo Mexicano de Cultura.jpg
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/La%20Bolsa%20Mexicana%20de%20Valores.htm,La Bolsa Mexicana de Valores,Enrique de la Mora/ F. L. Carmona,Felix Candela,"Shell,RC",Office,1955 (demolished in 199X),MEXICO,"Calle Republic de Uruguay 58, Mexico, D. F.",Outside : ON Inside : NO,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Las%20Aduanus,%20Estacion%20Pantaco.htm","Las Aduanus, Estacion Pantaco",Carlos Recamie,Felix Candela,"Shell,RC",Custom storehouse/ware house,1954,MEXICO,"Ave.Cuitlahuac esq. , Industrial Vallejo,Mexico, D.F.",Outside : NO Inside : NO,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Mecado%20Anahuac%20y%20Anexo.htm,Mecado Anahuac y Anexo,Pedro Ramirez Vazquez,Felix Candela,"Shell,RC",Market,1957,MEXICO,"Tonantzin / Axayacati, Anahuac, Col.Santa Julia,Mexico, D.F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Mercado%20de%20Coyoacan.htm,Mercado de Coyacan,Pedro Ramirez Vazquez,Felix Candela,"Shell, RC",Market,1955,MEXICO,"Xicotencatl / Allende, Coyoacan, Mexico, D. F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Pabellon%20Musical_%20I_%20M_%20S_%20S.htm,"Pabellon Musical, I.M.S.S.",Mario Pani,Felix Candela,"Shell, RC",Outdoor stage,1956,MEXICO,"Unidad Habitacional Santa Fe, Santa Fe, Mexico, D. F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Pabellones%20de%20Rayos%20de%20Cosmicos.htm,Pabellones de Rayos de Cosmicos,Jose Gonzalez Reyna / colaboracion arquitecto: Rafael Arozarena,Felix Candela,"Shell, RC",Observatory,1951,MEXICO,"Ciudad Universitaria. Mexico, D. F.",Outside : OK Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Palacio%20de%20los%20Deportes.htm,Palacio de los Deportes,,Felix Candela,Space Frames,Stadium,1968,MEXICO,"Viaducto Rio de la Piedao / Ave. Rio Churubusco. Izatacalco. Mexico, D. F.",Outside : OK Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Parroquia%20Nuestra%20Senora%20de%20Guadalupe.htm,Parroquia Nuestra Senora de Guadalupe,Enrique de la Mora/Palomar Jose Ramon Azpiazu.,Felix Candela/Jose Antonio Torroja.,"Shell,RC",Aseembly Hall,1965,SPAIN,"Calle Perto Rico/Av.de Ramon y Cajal,Madrid.",Outside : OK Inside : OK,TEL：259-0045,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Parroquia%20del%20Senor%20del%20Campo.htm,Parroquia del Senor del Campo Florido,Felix Candela,Felix Candela/Juan Antonio Tonda,"Shell,RC",Church,1966,MEXICO,"Paseo de la Florida/Cir. Heroes Colegio,Ciudad Satelite, Estado de Mexico.",Outside : Inside,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Restaurante%20Los%20Manantiales.htm,Restaurante Los Manantiales,Joaquin and Fernand A. Ordonez,Felix Candela,"Shell,RC",Restaurant,1958,MEXICO,"Manantiales,Pueblo Nativitas, Xochimilco, Mexico,D. F.",Outside : OK Inside : OK,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Salon%20Mambo,%20htl%20Casino%20de%20la%20selva.htm","Salon Mambo, Hotel Casino de la Selva",,Felix Candela/Juan Antonio Tonda,"Shell,RC",Assembly Hall Hotel,1961,MEXICO,"Vicente Guerrero S/N, Cuernavaca, Morelos.",Outside : OK Inside : OK,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Signpost,%20Laguna%20de%20Tequesquitengo.htm","Signpost, Laguna de Tequesquitengo",Guillermo Rosell/M. Larrosa,Felix Candela,"Shell,RC",Monument,1957,MEXICO,"Boulevard Las Alas, Tequesquitengo, Morelos.",Outside : OK Inside : OK,Tel：91(734)7-0500. Fax:91(734)7-0578.,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Templo%20de%20Santa%20Monica.htm,Templo de Santa Monica,Fernando Lopez Carmona,Felix Candela,"Shell, RC",Church,1966,MEXICO,"San Lorenzo / Fresas, del Valle, Mexico, D. F.",Outside : OK Inside : OK,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Terminl_%20Autobuses,%20Estella%20de%20Oro.htm","Terminal, Autobuses Estella de Oro",,Felix Candela,"Shell, RC",Bus Terminal,19XX,MEXICO,"Ave. Cuauhtemoc / Wilfrido Massieu, Fraccionnamento Magallanes,Acapuloco, Guerrero.",OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/catalog1.htm,,,,,,,,,,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/la%20Ensenansa%20Profesional%20de%20la%20Danza,Sistema%20Nacional%20para.htm","La Ensenansa Professional de la Danza, Sistema Nacional para",Pedro Ramirez Vazquez/I.Miran-,Felix Candela,"Shell,RC",School,1956,MEXICO,"Unidad Artstica y Cultural del Bosque, Parque de Chapultepec, Mexico,D.F.",Outside : OK Inside,,
